Year,Period,Likes,Comments,Replies,Retweets,Impressions,Engagements,Engagement_rate,Reach,EngagedUsers,TotalPageLikes,NewPageLikes,PageUnlike,URLclicks,Days,EngagementSP,EngagementCP,Target
2015,06-Sep-15,832,23,995,304,5121,8374,163.5227495,444,9999,827,2906,949,966,Sunday,84,37,10
2015,07-Sep-15,982,21,169,264,5939,1337,22.51220744,956,4019,716,2577,388,232,Monday,33,18,10
2015,08-Sep-15,687,33,975,410,7731,4859,62.85086017,897,8611,555,3406,423,186,Tuesday,10,54,10
2015,09-Sep-15,553,62,867,219,5909,6802,115.1125402,205,1395,107,1707,944,599,Wednesday,12,43,10
2015,10-Sep-15,278,81,888,468,5483,3290,60.00364764,859,6498,133,954,33,888,Thursday,95,68,10
2015,11-Sep-15,395,96,917,103,7436,4876,65.57288865,111,7460,495,3530,314,446,Friday,100,86,10
2015,12-Sep-15,638,56,320,497,8525,6208,72.82111437,121,6697,997,1340,373,257,Saturday,34,61,10
2015,13-Sep-15,986,79,278,442,9108,7536,82.74044796,311,7028,159,3688,420,367,Sunday,50,69,10
2015,14-Sep-15,561,12,274,424,2340,9251,395.3418803,793,1482,873,4925,251,172,Monday,43,45,10
2015,15-Sep-15,756,60,677,441,8487,6551,77.18864145,475,9457,674,1885,202,69,Tuesday,70,62,10
2015,16-Sep-15,645,74,320,400,2024,4161,205.583004,320,3581,754,2528,784,852,Wednesday,50,76,10
2015,17-Sep-15,442,46,469,456,7085,1018,14.36838391,618,7879,718,3953,582,457,Thursday,98,46,10
2015,18-Sep-15,912,77,313,311,9242,6339,68.58904999,687,7049,669,3067,519,823,Friday,31,37,10
2015,19-Sep-15,674,77,404,431,9307,3271,35.14558934,943,6831,260,3707,175,296,Saturday,67,80,10
2015,20-Sep-15,262,51,914,119,9129,9260,101.4349874,455,4780,935,4344,844,726,Sunday,25,38,10
2015,21-Sep-15,342,27,653,131,5572,8878,159.3323762,156,1940,808,4398,157,247,Monday,85,37,10
2015,22-Sep-15,861,45,428,310,9635,5712,59.28386092,277,9067,817,467,947,339,Tuesday,21,88,10
2015,23-Sep-15,358,58,601,335,2446,5987,244.7669665,778,1678,33,1264,977,182,Wednesday,36,80,10
2015,24-Sep-15,713,58,901,380,4007,2056,51.31020714,537,4539,156,2900,980,613,Thursday,43,12,10
2015,25-Sep-15,227,100,382,302,7095,7157,100.8738548,975,5372,436,1895,439,655,Friday,48,13,10
2015,26-Sep-15,775,40,478,266,2889,2980,103.1498789,277,6758,875,3019,105,274,Saturday,15,75,10
2015,27-Sep-15,423,37,369,491,4985,4825,96.79037111,471,3118,175,372,588,232,Sunday,27,23,10
2015,28-Sep-15,164,46,487,133,1002,1294,129.1417166,819,9869,916,4509,360,715,Monday,35,16,10
2015,29-Sep-15,339,16,954,138,2997,3864,128.9289289,283,9031,672,718,396,221,Tuesday,65,41,10
2015,30-Sep-15,604,28,854,153,5378,1052,19.56117516,351,3947,481,4920,319,420,Wednesday,87,16,10
2015,01-Oct-15,366,62,394,157,5907,4359,73.79380396,692,9557,655,3059,154,780,Thursday,99,48,10
2015,02-Oct-15,104,82,930,257,8485,2287,26.95344726,354,2358,417,977,667,569,Friday,26,18,10
2015,03-Oct-15,944,17,970,265,5773,7671,132.8771869,636,1460,850,3979,311,554,Saturday,87,70,10
2015,04-Oct-15,735,38,771,439,2998,9940,331.5543696,619,3815,480,3023,734,142,Sunday,97,75,10
2015,05-Oct-15,924,25,873,388,2413,2509,103.9784501,191,5273,28,4489,587,926,Monday,33,40,10
2015,06-Oct-15,174,38,144,313,6846,1041,15.20595968,602,8129,626,404,624,65,Tuesday,36,77,10
2015,07-Oct-15,106,98,221,340,7835,9221,117.6898532,386,8062,685,4801,624,417,Wednesday,51,44,10
2015,08-Oct-15,175,14,462,265,1193,3322,278.4576697,473,9098,878,289,771,789,Thursday,25,64,10
2015,09-Oct-15,515,52,543,350,4362,4792,109.8578634,903,7840,104,4248,183,705,Friday,41,42,10
2015,10-Oct-15,355,52,318,200,5974,8358,139.9062605,788,6466,696,4943,616,117,Saturday,82,74,10
2015,11-Oct-15,738,15,100,400,3549,1624,45.75936884,986,5799,398,1771,359,44,Sunday,30,18,10
2015,12-Oct-15,346,16,543,227,6326,4280,67.65728739,339,3697,988,2626,46,328,Monday,54,91,10
2015,13-Oct-15,211,62,655,473,9041,5437,60.13715297,897,8289,626,2046,998,314,Tuesday,74,53,10
2015,14-Oct-15,670,59,386,185,7920,7594,95.88383838,620,6365,81,2746,605,793,Wednesday,64,35,10
2015,15-Oct-15,422,74,379,194,6866,8408,122.4584911,879,1561,403,3671,973,668,Thursday,14,71,10
2015,16-Oct-15,794,61,452,459,2600,3948,151.8461538,697,5062,1000,3589,421,384,Friday,63,48,10
2015,17-Oct-15,617,82,608,157,8193,4064,49.60331991,177,9236,245,1529,389,472,Saturday,72,61,10
2015,18-Oct-15,870,97,558,307,4616,2730,59.14211438,167,8171,590,1658,530,421,Sunday,96,45,10
2015,19-Oct-15,630,54,149,357,9179,2187,23.82612485,143,3870,592,3494,51,927,Monday,25,42,10
2015,20-Oct-15,654,54,931,372,8995,8130,90.38354641,973,3243,57,4401,842,68,Tuesday,61,93,10
2015,21-Oct-15,642,14,916,221,9223,6519,70.68199068,915,2463,387,358,560,363,Wednesday,25,19,10
2015,22-Oct-15,537,35,198,427,9239,5291,57.26810261,603,8191,360,3921,632,688,Thursday,61,21,10
2015,23-Oct-15,945,23,661,442,4150,5889,141.9036145,164,1022,394,4538,765,89,Friday,62,22,10
2015,24-Oct-15,383,10,212,151,9139,2304,25.21063574,473,9985,165,4381,497,926,Saturday,58,39,10
2015,25-Oct-15,950,99,439,481,9882,3350,33.90002024,372,4450,322,922,982,279,Sunday,58,16,10
2015,26-Oct-15,865,47,875,396,7766,2122,27.32423384,755,5918,410,1946,971,813,Monday,84,81,10
2015,27-Oct-15,821,85,482,250,7613,1608,21.1217654,835,5998,210,1881,129,147,Tuesday,87,82,10
2015,28-Oct-15,764,47,985,397,7263,2823,38.86823627,570,9366,737,2793,792,688,Wednesday,42,14,10
2015,29-Oct-15,249,31,884,186,3651,6924,189.6466721,711,6963,466,210,388,836,Thursday,34,18,10
2015,30-Oct-15,415,88,343,247,1416,2154,152.1186441,973,3379,398,2752,992,350,Friday,100,56,10
2015,31-Oct-15,975,70,963,466,1620,5592,345.1851852,152,7342,416,3359,76,733,Saturday,76,34,10
2015,01-Nov-15,222,87,640,203,1920,6106,318.0208333,538,8741,353,3514,911,276,Sunday,65,41,10
2015,02-Nov-15,985,53,729,479,1416,2015,142.3022599,178,8279,284,3538,186,462,Monday,96,80,10
2015,03-Nov-15,341,71,748,368,5541,4428,79.91337304,775,8711,911,3119,848,599,Tuesday,28,14,10
2015,04-Nov-15,752,38,467,410,4452,6235,140.049416,421,3785,163,3457,795,913,Wednesday,69,58,10
2015,05-Nov-15,746,29,381,307,2017,3015,149.4794249,529,4600,504,3655,351,398,Thursday,12,10,10
2015,06-Nov-15,133,86,225,374,8584,8114,94.52469711,569,6833,896,2255,360,383,Friday,18,91,10
2015,07-Nov-15,930,100,287,248,2264,3052,134.8056537,561,6723,537,1461,838,687,Saturday,43,93,10
2015,08-Nov-15,844,35,516,150,2683,5189,193.4029072,597,4262,868,552,113,367,Sunday,66,26,10
2015,09-Nov-15,584,10,872,436,5723,9057,158.2561594,301,1992,365,4210,933,745,Monday,92,47,10
2015,10-Nov-15,201,97,923,467,1519,1081,71.16524029,744,8918,398,1083,116,202,Tuesday,52,12,10
2015,11-Nov-15,631,53,388,159,4722,1919,40.63955951,860,4195,61,1769,525,466,Wednesday,86,99,10
2015,12-Nov-15,936,80,899,409,4669,2986,63.95373742,232,5398,115,464,604,533,Thursday,11,93,10
2015,13-Nov-15,277,77,789,200,5163,8221,159.2291304,327,8953,480,706,779,945,Friday,43,93,10
2015,14-Nov-15,338,66,471,345,2152,4812,223.605948,613,7714,230,1072,807,501,Saturday,53,32,10
2015,15-Nov-15,570,21,596,254,3990,3333,83.53383459,125,4460,682,229,381,558,Sunday,70,25,10
2015,16-Nov-15,409,74,459,139,4406,5709,129.5733091,663,2451,897,3239,703,567,Monday,67,55,10
2015,17-Nov-15,459,38,845,109,7292,6932,95.06308283,104,2127,475,1567,215,966,Tuesday,90,52,10
2015,18-Nov-15,216,35,325,121,7267,1468,20.20090822,473,8883,586,3087,994,500,Wednesday,32,59,10
2015,19-Nov-15,776,11,786,257,8867,4459,50.28758317,534,3579,530,2608,666,841,Thursday,44,99,10
2015,20-Nov-15,697,34,859,282,5492,7008,127.6037873,470,2459,355,1823,619,58,Friday,42,33,10
2015,21-Nov-15,111,99,627,340,6067,1675,27.60837317,976,8636,362,4357,372,575,Saturday,18,48,10
2015,22-Nov-15,165,25,530,103,3900,8405,215.5128205,568,4711,257,3302,36,769,Sunday,89,62,10
2015,23-Nov-15,310,20,351,125,4555,4286,94.09440176,736,8426,335,713,852,610,Monday,79,80,10
2015,24-Nov-15,740,60,729,314,1756,1967,112.0159453,599,4689,818,3997,92,716,Tuesday,71,73,10
2015,25-Nov-15,461,71,115,368,7514,8194,109.0497738,401,6046,753,4445,248,322,Wednesday,75,13,10
2015,26-Nov-15,289,24,973,188,3922,9368,238.8577257,572,2699,103,4830,901,689,Thursday,90,12,10
2015,27-Nov-15,443,47,379,444,3653,4593,125.7322748,730,8926,78,3144,596,910,Friday,22,54,10
2015,28-Nov-15,380,72,118,231,1118,5276,471.9141324,212,7369,774,2810,564,121,Saturday,100,88,10
2015,29-Nov-15,383,47,928,100,9818,4027,41.01650031,149,5151,301,2405,925,534,Sunday,49,71,10
2015,30-Nov-15,590,60,619,246,5805,1742,30.00861326,717,8722,191,2222,153,598,Monday,20,45,10
2015,01-Dec-15,877,82,564,406,5343,5458,102.1523489,666,7756,38,364,664,263,Tuesday,45,36,10
2015,02-Dec-15,206,87,219,266,7476,1484,19.85018727,545,9193,715,2971,462,138,Wednesday,79,86,10
2015,03-Dec-15,829,68,306,173,1231,2850,231.5190902,120,9629,661,4979,949,425,Thursday,24,59,10
2015,04-Dec-15,728,31,293,298,8509,1778,20.89552239,707,9417,208,2723,483,255,Friday,45,59,10
2015,05-Dec-15,970,52,435,489,3466,8086,233.2948644,319,6259,720,1691,56,690,Saturday,84,87,10
2015,06-Dec-15,658,64,332,279,5808,2485,42.78581267,304,2151,404,3741,175,105,Sunday,17,28,10
2015,07-Dec-15,746,35,806,374,5767,1115,19.33414254,496,5709,411,2116,765,546,Monday,80,32,10
2015,08-Dec-15,698,70,901,281,1228,3060,249.1856678,916,3165,168,865,480,928,Tuesday,86,76,10
2015,09-Dec-15,534,14,393,336,6848,7020,102.5116822,398,1479,828,1746,709,578,Wednesday,92,70,10
2015,10-Dec-15,801,32,265,293,4625,3733,80.71351351,522,3081,845,4808,60,254,Thursday,48,27,10
2015,11-Dec-15,873,58,972,227,9450,6007,63.56613757,568,6929,26,2455,334,631,Friday,79,57,10
2015,12-Dec-15,532,96,171,283,3240,8338,257.345679,655,7235,697,107,504,426,Saturday,39,36,10
2015,13-Dec-15,139,97,396,434,6086,6560,107.7883667,889,4890,646,2812,728,49,Sunday,94,33,10
2015,14-Dec-15,479,46,951,222,5234,9314,177.9518533,765,7779,30,875,222,974,Monday,30,84,10
2015,15-Dec-15,676,62,785,188,3463,4450,128.5012995,863,3605,521,3665,632,694,Tuesday,93,92,10
2015,16-Dec-15,356,37,600,334,8020,8086,100.8229426,501,3584,990,4884,58,960,Wednesday,61,55,10
2015,17-Dec-15,152,94,302,219,9920,9408,94.83870968,970,6817,116,434,376,982,Thursday,81,62,10
2015,18-Dec-15,690,81,781,348,1649,9208,558.3990297,299,1860,929,1286,723,918,Friday,22,17,10
2015,19-Dec-15,929,10,468,389,5835,9293,159.2630677,461,3164,928,2480,157,662,Saturday,88,33,10
2015,20-Dec-15,221,81,960,477,7816,2754,35.23541453,689,1382,269,3555,75,533,Sunday,78,99,10
2015,21-Dec-15,726,67,897,106,4075,4931,121.006135,552,3633,168,4986,450,678,Monday,30,51,10
2015,22-Dec-15,587,55,156,405,5753,5450,94.73318269,159,3133,487,3419,157,534,Tuesday,40,32,10
2015,23-Dec-15,423,35,866,280,4605,6824,148.1867535,573,1219,524,4730,919,887,Wednesday,51,73,10
2015,24-Dec-15,341,60,240,274,4784,3903,81.58444816,461,8445,922,3662,547,920,Thursday,63,20,10
2015,25-Dec-15,507,48,876,354,1113,3601,323.539982,198,1043,382,4658,850,590,Friday,19,39,10
2015,26-Dec-15,182,29,483,387,5496,8053,146.5247453,668,1344,317,3230,14,545,Saturday,22,100,10
2015,27-Dec-15,159,87,574,430,4049,6489,160.261793,411,6922,329,4663,220,886,Sunday,25,18,10
2015,28-Dec-15,644,80,430,118,6243,3570,57.18404613,143,3267,844,4060,766,904,Monday,53,21,10
2015,29-Dec-15,690,95,246,256,6548,9498,145.0519243,645,7242,197,2464,680,242,Tuesday,81,46,10
2015,30-Dec-15,304,59,706,388,2203,3180,144.3486155,845,1706,299,3330,252,250,Wednesday,74,73,10
2015,31-Dec-15,886,75,843,324,7010,5122,73.06704708,895,9347,564,2512,650,59,Thursday,33,86,10
2016,01-Jan-16,938,10,690,385,1974,5590,283.1813576,374,9105,81,1639,853,799,Friday,70,95,10
2016,02-Jan-16,313,50,940,139,2936,4805,163.6580381,748,6864,583,4957,186,837,Saturday,100,87,10
2016,03-Jan-16,225,39,542,188,8312,9557,114.9783446,194,8533,101,3977,548,580,Sunday,27,62,10
2016,04-Jan-16,487,97,759,325,5898,1865,31.62088844,325,7657,779,1022,471,196,Monday,72,73,10
2016,05-Jan-16,515,65,962,257,5350,3053,57.06542056,964,5719,933,2189,415,408,Tuesday,60,53,10
2016,06-Jan-16,973,45,172,364,4508,2890,64.108252,759,1309,458,1825,331,749,Wednesday,36,59,10
2016,07-Jan-16,668,12,757,422,4468,8852,198.1199642,818,1121,572,1068,919,116,Thursday,74,50,10
2016,08-Jan-16,149,40,235,441,4324,9637,222.8723404,520,7715,160,3895,121,327,Friday,97,46,10
2016,09-Jan-16,336,23,903,210,4888,2262,46.27659574,255,8884,309,1184,418,764,Saturday,63,86,10
2016,10-Jan-16,518,68,574,455,3389,9636,284.3316613,701,9070,853,4069,450,401,Sunday,66,89,10
2016,11-Jan-16,536,12,136,148,4944,6715,135.8211974,482,2233,969,4076,183,156,Monday,16,51,10
2016,12-Jan-16,957,88,954,290,6435,3757,58.38383838,614,4700,314,4590,887,885,Tuesday,34,62,10
2016,13-Jan-16,389,100,474,172,9727,9447,97.12141462,417,4176,320,1965,853,685,Wednesday,77,74,10
2016,14-Jan-16,880,74,664,227,8346,9495,113.767074,575,2826,414,3458,964,170,Thursday,46,36,10
2016,15-Jan-16,882,32,734,307,4833,3126,64.68032278,622,7136,162,2919,16,403,Friday,85,28,10
2016,16-Jan-16,953,49,428,229,9301,3934,42.29652726,743,4707,13,2055,602,845,Saturday,51,16,10
2016,17-Jan-16,350,85,544,127,8727,8586,98.38432451,419,8891,925,3090,343,499,Sunday,71,63,10
2016,18-Jan-16,783,25,482,388,5210,6921,132.840691,506,2858,317,3463,397,158,Monday,62,86,10
2016,19-Jan-16,299,15,713,382,6935,5273,76.03460707,777,9134,523,597,685,299,Tuesday,83,39,10
2016,20-Jan-16,956,89,698,194,2202,9018,409.5367847,784,3494,454,1444,522,923,Wednesday,45,82,10
2016,21-Jan-16,744,88,475,472,2219,1921,86.57052726,606,8672,841,697,164,440,Thursday,24,60,10
2016,22-Jan-16,850,85,712,403,8319,8333,100.1682895,606,7291,556,3227,673,445,Friday,54,62,10
2016,23-Jan-16,596,81,768,350,2809,6877,244.8202207,122,2504,523,229,412,81,Saturday,54,55,10
2016,24-Jan-16,141,41,840,466,3577,3235,90.43891529,755,3339,159,1806,553,112,Sunday,72,11,10
2016,25-Jan-16,843,35,149,374,3914,7486,191.2621359,369,4431,979,3853,809,907,Monday,45,41,10
2016,26-Jan-16,539,78,291,411,4978,8707,174.9096022,902,2344,117,4656,201,723,Tuesday,69,69,10
2016,27-Jan-16,139,11,583,157,6323,2270,35.90068006,865,2102,931,3870,19,468,Wednesday,95,30,10
2016,28-Jan-16,154,13,596,119,8052,5357,66.53005464,425,7703,576,2861,682,534,Thursday,94,72,10
2016,29-Jan-16,925,72,901,272,5509,9471,171.9186785,865,9910,672,4940,491,573,Friday,41,67,10
2016,30-Jan-16,118,15,118,275,8625,8963,103.9188406,450,5963,889,3017,667,265,Saturday,39,39,10
2016,31-Jan-16,700,59,176,307,9795,9247,94.40530883,261,7140,110,3388,543,802,Sunday,96,49,10
2016,01-Feb-16,583,68,723,365,9992,5131,51.35108086,680,1467,341,190,269,486,Monday,42,29,10
2016,02-Feb-16,234,94,340,348,5009,5750,114.7933719,610,4924,532,2365,408,214,Tuesday,99,26,10
2016,03-Feb-16,780,53,501,372,8342,8362,100.2397507,305,7521,392,2021,471,904,Wednesday,82,82,10
2016,04-Feb-16,809,82,563,205,3547,4712,132.8446575,419,8793,74,4638,162,450,Thursday,10,54,10
2016,05-Feb-16,396,46,545,302,9935,5775,58.1278309,640,2761,581,1990,519,971,Friday,77,90,10
2016,06-Feb-16,328,78,146,104,2554,7293,285.5520752,521,6257,392,3224,617,79,Saturday,88,26,10
2016,07-Feb-16,575,20,895,150,4076,1077,26.42296369,232,9060,782,1014,494,328,Sunday,20,29,10
2016,08-Feb-16,790,56,326,183,8003,7091,88.6042734,599,5525,275,1301,957,95,Monday,24,61,10
2016,09-Feb-16,218,62,385,304,3655,8696,237.9206566,578,7297,294,3832,743,459,Tuesday,33,74,10
2016,10-Feb-16,458,86,896,166,3705,5714,154.2240216,476,2555,310,3185,568,763,Wednesday,43,65,10
2016,11-Feb-16,707,31,406,221,4392,6093,138.7295082,840,9963,621,2571,911,923,Thursday,17,54,10
2016,12-Feb-16,628,94,404,154,7159,8140,113.7030311,146,1184,491,3532,418,65,Friday,50,34,10
2016,13-Feb-16,348,91,909,340,9868,5546,56.20186461,972,8795,446,3880,506,490,Saturday,99,85,10
2016,14-Feb-16,163,30,495,234,8930,3153,35.30795073,204,3132,993,4162,570,625,Sunday,49,23,10
2016,15-Feb-16,918,61,955,452,1198,9530,795.4924875,734,4246,211,411,225,78,Monday,79,41,10
2016,16-Feb-16,467,62,367,383,4558,4233,92.86967968,773,6505,333,746,81,284,Tuesday,33,80,10
2016,17-Feb-16,747,82,630,234,5251,5478,104.3229861,663,9231,741,538,497,781,Wednesday,35,40,10
2016,18-Feb-16,992,68,490,135,1770,9383,530.1129944,289,9767,21,3792,28,416,Thursday,19,16,10
2016,19-Feb-16,994,13,992,329,6394,7922,123.8974038,742,5462,521,1642,523,790,Friday,32,42,10
2016,20-Feb-16,324,62,207,123,3823,6129,160.3191211,659,8749,743,1879,762,381,Saturday,35,26,10
2016,21-Feb-16,571,19,614,350,1551,6963,448.9361702,710,9682,426,4799,513,540,Sunday,32,68,10
2016,22-Feb-16,223,63,739,436,9334,9910,106.1709878,130,6396,43,3389,206,550,Monday,11,44,10
2016,23-Feb-16,518,55,684,340,8739,7010,80.21512759,358,4507,384,4518,119,678,Tuesday,19,70,10
2016,24-Feb-16,463,41,630,378,9768,2289,23.43366093,504,7933,532,1144,968,503,Wednesday,72,53,10
2016,25-Feb-16,368,13,623,335,4741,4322,91.16220207,689,1200,622,1996,304,506,Thursday,60,92,10
2016,26-Feb-16,350,87,181,476,5977,6624,110.8248285,923,7911,960,4758,965,109,Friday,45,40,10
2016,27-Feb-16,234,71,840,133,3983,9425,236.6306804,567,4168,953,4399,363,278,Saturday,71,35,10
2016,28-Feb-16,914,89,932,433,1848,7493,405.465368,622,3047,61,3809,922,420,Sunday,77,41,10
2016,29-Feb-16,466,47,374,262,2661,2184,82.07440812,396,8540,276,4139,499,400,Monday,71,55,10
2016,01-Mar-16,192,18,689,134,5247,9811,186.9830379,227,5901,90,2720,991,592,Tuesday,46,100,10
2016,02-Mar-16,399,88,430,364,9871,3716,37.64562861,520,6909,456,849,640,39,Wednesday,43,21,10
2016,03-Mar-16,240,93,820,427,7812,2020,25.85765489,776,5309,388,4341,826,332,Thursday,25,80,10
2016,04-Mar-16,728,95,921,127,3253,6085,187.0581002,377,8214,371,3877,787,812,Friday,95,44,10
2016,05-Mar-16,115,40,693,453,4969,8959,180.2978466,924,2528,767,3512,372,629,Saturday,57,32,10
2016,06-Mar-16,294,93,572,361,9779,7445,76.13252889,684,7266,495,4688,456,368,Sunday,96,18,10
2016,07-Mar-16,485,82,426,250,5089,8266,162.4287679,449,3343,498,795,587,169,Monday,66,74,10
2016,08-Mar-16,846,61,664,246,1285,3131,243.6575875,123,5793,132,4759,898,426,Tuesday,12,46,10
2016,09-Mar-16,494,27,955,118,1163,7802,670.8512468,107,9136,641,3410,853,377,Wednesday,62,23,10
2016,10-Mar-16,716,63,503,240,7229,2719,37.61239452,771,7005,677,1798,773,700,Thursday,92,23,10
2016,11-Mar-16,374,17,662,236,5165,7928,153.4946757,544,8992,460,4367,686,104,Friday,70,41,10
2016,12-Mar-16,649,62,967,142,3169,7159,225.9072263,351,1007,419,3032,131,559,Saturday,92,53,10
2016,13-Mar-16,594,87,250,185,2586,4391,169.7989172,408,5526,868,2820,485,710,Sunday,18,58,10
2016,14-Mar-16,273,21,155,235,4359,9145,209.7958247,999,8232,247,1863,904,648,Monday,48,16,10
2016,15-Mar-16,971,75,676,207,9011,1925,21.36277883,738,2618,318,3931,784,113,Tuesday,70,81,10
2016,16-Mar-16,265,89,423,197,7529,4639,61.61508833,671,6075,404,1421,713,166,Wednesday,87,66,10
2016,17-Mar-16,540,92,758,438,6749,6171,91.43576826,460,2140,841,3530,286,690,Thursday,91,16,10
2016,18-Mar-16,508,59,125,209,6885,5080,73.78358751,177,2241,644,4181,962,685,Friday,81,27,10
2016,19-Mar-16,796,55,278,213,3667,7349,200.4090537,564,6102,33,4086,877,925,Saturday,89,86,10
2016,20-Mar-16,809,66,937,414,2775,1949,70.23423423,245,6466,507,1932,669,481,Sunday,42,25,10
2016,21-Mar-16,316,23,893,309,7021,2808,39.99430281,524,7162,830,4491,966,102,Monday,57,91,10
2016,22-Mar-16,446,22,888,382,8783,3406,38.77946032,317,3370,741,2459,168,926,Tuesday,23,41,10
2016,23-Mar-16,964,49,568,477,5763,5318,92.27832726,579,5598,982,1372,362,774,Wednesday,79,78,10
2016,24-Mar-16,125,49,688,298,7959,7645,96.05478075,185,5898,82,1383,292,120,Thursday,43,71,10
2016,25-Mar-16,271,57,224,186,4182,7348,175.7054041,213,7407,267,2696,422,495,Friday,99,100,10
2016,26-Mar-16,385,62,583,117,3888,8566,220.31893,539,3318,639,318,602,427,Saturday,92,16,10
2016,27-Mar-16,623,48,829,359,3323,4981,149.8946735,459,4452,277,1212,608,393,Sunday,26,96,10
2016,28-Mar-16,155,48,216,121,1832,1626,88.75545852,411,7364,744,4135,821,22,Monday,91,72,10
2016,29-Mar-16,792,18,418,264,7840,5046,64.3622449,601,6863,978,1340,454,721,Tuesday,44,26,10
2016,30-Mar-16,309,43,982,411,3917,5086,129.8442686,643,4821,208,1014,672,681,Wednesday,64,77,10
2016,31-Mar-16,494,71,839,327,4399,6223,141.4639691,371,4877,334,333,10,343,Thursday,75,47,10
2016,01-Apr-16,629,20,452,142,6049,3586,59.28252604,515,2752,512,4972,534,279,Friday,48,84,10
2016,02-Apr-16,537,98,436,386,3330,3537,106.2162162,669,1685,792,3486,970,582,Saturday,31,95,10
2016,03-Apr-16,926,53,833,342,7478,6114,81.75982883,224,2951,326,1709,181,682,Sunday,73,44,10
2016,04-Apr-16,503,41,292,282,7668,5933,77.37350026,338,9191,294,3739,343,211,Monday,49,50,10
2016,05-Apr-16,778,75,434,171,9534,8878,93.11936228,234,1585,547,1785,992,785,Tuesday,75,40,10
2016,06-Apr-16,507,74,136,389,9524,3365,35.33179336,817,1994,475,2948,292,542,Wednesday,17,93,10
2016,07-Apr-16,672,11,391,172,4811,3889,80.83558512,610,3868,347,741,955,903,Thursday,27,86,10
2016,08-Apr-16,596,17,424,400,5029,9753,193.935176,518,4646,377,4140,33,567,Friday,39,10,10
2016,09-Apr-16,651,21,334,407,9125,4592,50.32328767,739,6369,391,3127,605,395,Saturday,61,34,10
2016,10-Apr-16,855,99,405,154,3098,2843,91.76888315,535,8220,914,430,724,402,Sunday,89,47,10
2016,11-Apr-16,214,45,229,403,7424,3714,50.02693966,620,2413,525,1847,280,916,Monday,58,12,10
2016,12-Apr-16,544,45,391,385,7789,2352,30.19643086,448,2944,711,3796,857,95,Tuesday,47,44,10
2016,13-Apr-16,662,32,857,251,9353,4109,43.9324281,446,2757,948,2540,312,648,Wednesday,55,53,10
